Store_ID,Brand,Week,Item,Quantity_Purchased,Unit_Cost,Total_Cost,Ideal_Usage,Variance
1000,Maple Grill,2023-05-29,Ketchup,171,8.48,1450.08,157,14
1000,Maple Grill,2023-06-05,Beef Patty,137,8.37,1146.69,129,8
1000,Maple Grill,2023-06-05,Cheddar Cheese,107,4.5,481.5,110,-3
1000,Maple Grill,2023-06-05,Buns,29,9.39,272.31,21,8
1000,Maple Grill,2023-06-05,Fries,128,2.76,353.28,130,-2
1000,Maple Grill,2023-06-05,Ketchup,28,6.85,191.8,24,4
1000,Maple Grill,2023-06-12,Beef Patty,178,9.07,1614.46,164,14
1000,Maple Grill,2023-06-12,Cheddar Cheese,98,9.9,970.2,100,-2
1000,Maple Grill,2023-06-12,Buns,102,7.05,719.1,90,12
1000,Maple Grill,2023-06-12,Fries,68,3.82,259.76,68,0
1000,Maple Grill,2023-06-12,Ketchup,78,6.57,512.46,78,0
1000,Maple Grill,2023-06-19,Beef Patty,128,2.32,296.96,129,-1
1000,Maple Grill,2023-06-19,Cheddar Cheese,53,3.47,183.91,44,9
1000,Maple Grill,2023-06-19,Buns,84,2.37,199.08,79,5
1000,Maple Grill,2023-06-19,Fries,154,9.05,1393.7,140,14
1000,Maple Grill,2023-06-19,Ketchup,82,4.51,369.82,70,12
1000,Maple Grill,2023-06-26,Beef Patty,76,9.82,746.32,78,-2
1000,Maple Grill,2023-06-26,Cheddar Cheese,120,6.29,754.8,122,-2
1000,Maple Grill,2023-06-26,Buns,20,4.62,92.4,20,0
1000,Maple Grill,2023-06-26,Fries,144,4.25,612.0,135,9
1000,Maple Grill,2023-06-26,Ketchup,21,9.33,195.93,21,0
1000,Maple Grill,2023-07-03,Beef Patty,174,4.42,769.08,163,11
1000,Maple Grill,2023-07-03,Cheddar Cheese,190,9.4,1786.0,186,4
1000,Maple Grill,2023-07-03,Buns,180,5.1,918.0,178,2
1000,Maple Grill,2023-07-03,Fries,28,3.58,100.24,33,-5
1000,Maple Grill,2023-07-03,Ketchup,60,4.57,274.2,46,14
1000,Maple Grill,2023-07-10,Beef Patty,55,8.47,465.85,49,6
1000,Maple Grill,2023-07-10,Cheddar Cheese,88,2.94,258.72,83,5
1000,Maple Grill,2023-07-10,Buns,31,9.35,289.85,28,3
1000,Maple Grill,2023-07-10,Fries,105,6.72,705.6,103,2
1000,Maple Grill,2023-07-10,Ketchup,119,9.4,1118.6,110,9
1000,Maple Grill,2023-07-17,Beef Patty,135,9.79,1321.65,123,12
1000,Maple Grill,2023-07-17,Cheddar Cheese,156,3.51,547.56,142,14
1000,Maple Grill,2023-07-17,Buns,62,8.41,521.42,61,1
1000,Maple Grill,2023-07-17,Fries,154,4.12,634.48,149,5
1000,Maple Grill,2023-07-17,Ketchup,45,5.61,252.45,45,0
1000,Maple Grill,2023-07-24,Beef Patty,96,7.51,720.96,94,2
1000,Maple Grill,2023-07-24,Cheddar Cheese,43,4.12,177.16,44,-1
1000,Maple Grill,2023-07-24,Buns,118,3.35,395.3,115,3
1000,Maple Grill,2023-07-24,Fries,34,9.68,329.12,25,9
1000,Maple Grill,2023-07-24,Ketchup,194,2.42,469.48,189,5
1000,Maple Grill,2023-07-31,Beef Patty,189,9.14,1727.46,181,8
1000,Maple Grill,2023-07-31,Cheddar Cheese,92,6.07,558.44,84,8
1000,Maple Grill,2023-07-31,Buns,75,3.23,242.25,75,0
1000,Maple Grill,2023-07-31,Fries,129,9.64,1243.56,123,6
1000,Maple Grill,2023-07-31,Ketchup,69,8.3,572.7,58,11
1000,Maple Grill,2023-08-07,Beef Patty,168,3.62,608.16,168,0
1000,Maple Grill,2023-08-07,Cheddar Cheese,102,1.9,193.8,105,-3
1000,Maple Grill,2023-08-07,Buns,24,4.21,101.04,12,12
1000,Maple Grill,2023-08-07,Fries,30,4.05,121.5,29,1
1000,Maple Grill,2023-08-07,Ketchup,90,7.86,707.4,79,11
1000,Maple Grill,2023-08-14,Beef Patty,107,5.54,592.78,104,3
1000,Maple Grill,2023-08-14,Cheddar Cheese,43,6.31,271.33,42,1
1000,Maple Grill,2023-08-14,Buns,184,8.86,1630.24,183,1
1000,Maple Grill,2023-08-14,Fries,181,6.51,1178.31,170,11
1000,Maple Grill,2023-08-14,Ketchup,109,6.42,699.78,107,2
1000,Maple Grill,2023-08-21,Beef Patty,122,6.57,801.54,111,11
1000,Maple Grill,2023-08-21,Cheddar Cheese,94,6.94,652.36,99,-5
1000,Maple Grill,2023-08-21,Buns,30,6.41,192.3,32,-2
1000,Maple Grill,2023-08-21,Fries,93,9.35,869.55,85,8
1000,Maple Grill,2023-08-21,Ketchup,51,4.93,251.43,41,10
1000,Maple Grill,2023-08-28,Beef Patty,148,3.51,519.48,134,14
1000,Maple Grill,2023-08-28,Cheddar Cheese,106,2.58,273.48,111,-5
1000,Maple Grill,2023-08-28,Buns,156,8.07,1258.92,156,0
1000,Maple Grill,2023-08-28,Fries,67,8.46,566.82,59,8
1000,Maple Grill,2023-08-28,Ketchup,70,2.73,191.1,64,6
1000,Maple Grill,2023-09-04,Beef Patty,183,8.52,1559.16,176,7
1000,Maple Grill,2023-09-04,Cheddar Cheese,157,6.76,1061.32,157,0
1000,Maple Grill,2023-09-04,Buns,30,2.62,78.6,21,9
1000,Maple Grill,2023-09-04,Fries,172,4.77,820.44,177,-5
1000,Maple Grill,2023-09-04,Ketchup,164,2.04,334.56,166,-2
1000,Maple Grill,2023-09-11,Beef Patty,37,4.36,161.32,36,1
1000,Maple Grill,2023-09-11,Cheddar Cheese,157,6.78,1064.46,149,8
1000,Maple Grill,2023-09-11,Buns,97,9.52,923.44,102,-5
1000,Maple Grill,2023-09-11,Fries,21,8.01,168.21,19,2
1000,Maple Grill,2023-09-11,Ketchup,161,6.31,1015.91,150,11
1000,Maple Grill,2023-09-18,Beef Patty,83,8.99,746.17,87,-4
1000,Maple Grill,2023-09-18,Cheddar Cheese,168,5.97,1002.96,165,3
1000,Maple Grill,2023-09-18,Buns,75,4.62,346.5,73,2
1000,Maple Grill,2023-09-18,Fries,126,4.89,616.14,127,-1
1000,Maple Grill,2023-09-18,Ketchup,49,7.08,346.92,40,9
1000,Maple Grill,2023-09-25,Beef Patty,42,3.32,139.44,34,8
1000,Maple Grill,2023-09-25,Cheddar Cheese,100,9.77,977.0,94,6
1000,Maple Grill,2023-09-25,Buns,144,7.6,1094.4,139,5
1000,Maple Grill,2023-09-25,Fries,87,5.53,481.11,75,12
1000,Maple Grill,2023-09-25,Ketchup,79,3.8,300.2,69,10
1000,Maple Grill,2023-10-02,Beef Patty,124,6.03,747.72,127,-3
1000,Maple Grill,2023-10-02,Cheddar Cheese,86,2.63,226.18,87,-1
1000,Maple Grill,2023-10-02,Buns,138,8.51,1174.38,127,11
1000,Maple Grill,2023-10-02,Fries,35,3.05,106.75,32,3
1000,Maple Grill,2023-10-02,Ketchup,63,7.09,446.67,65,-2
1000,Maple Grill,2023-10-09,Beef Patty,198,3.74,740.52,190,8
1000,Maple Grill,2023-10-09,Cheddar Cheese,146,1.99,290.54,138,8
1000,Maple Grill,2023-10-09,Buns,190,7.06,1341.4,192,-2
1000,Maple Grill,2023-10-09,Fries,69,8.82,608.58,64,5
1000,Maple Grill,2023-10-09,Ketchup,49,5.92,290.08,42,7
1000,Maple Grill,2023-10-16,Beef Patty,124,3.27,405.48,115,9
1000,Maple Grill,2023-10-16,Cheddar Cheese,24,4.93,118.32,15,9
1000,Maple Grill,2023-10-16,Buns,31,4.71,146.01,30,1
1000,Maple Grill,2023-10-16,Fries,148,2.2,325.6,148,0
1000,Maple Grill,2023-10-16,Ketchup,137,3.59,491.83,123,14
1000,Maple Grill,2023-10-23,Beef Patty,146,9.45,1379.7,139,7
1000,Maple Grill,2023-10-23,Cheddar Cheese,167,5.11,853.37,160,7
1000,Maple Grill,2023-10-23,Buns,171,2.63,449.73,170,1
1000,Maple Grill,2023-10-23,Fries,82,6.63,543.66,68,14
1000,Maple Grill,2023-10-23,Ketchup,134,8.38,1122.92,122,12
1000,Maple Grill,2023-10-30,Beef Patty,138,3.04,419.52,127,11
1000,Maple Grill,2023-10-30,Cheddar Cheese,164,2.41,395.24,162,2
1000,Maple Grill,2023-10-30,Buns,135,3.68,496.8,121,14
1000,Maple Grill,2023-10-30,Fries,134,5.44,728.96,135,-1
1000,Maple Grill,2023-10-30,Ketchup,56,8.66,484.96,46,10
1000,Maple Grill,2023-11-06,Beef Patty,181,4.21,762.01,169,12
1000,Maple Grill,2023-11-06,Cheddar Cheese,152,3.89,591.28,141,11
1000,Maple Grill,2023-11-06,Buns,107,9.93,1062.51,97,10
1000,Maple Grill,2023-11-06,Fries,117,1.64,191.88,108,9
1000,Maple Grill,2023-11-06,Ketchup,143,9.55,1365.65,131,12
1000,Maple Grill,2023-11-13,Beef Patty,138,5.85,807.3,124,14
1000,Maple Grill,2023-11-13,Cheddar Cheese,25,8.25,206.25,25,0
1000,Maple Grill,2023-11-13,Buns,74,3.36,248.64,61,13
1000,Maple Grill,2023-11-13,Fries,150,8.74,1311.0,154,-4
1000,Maple Grill,2023-11-13,Ketchup,35,7.65,267.75,22,13
1000,Maple Grill,2023-11-20,Beef Patty,128,7.36,942.08,121,7
1000,Maple Grill,2023-11-20,Cheddar Cheese,120,8.02,962.4,122,-2
1000,Maple Grill,2023-11-20,Buns,72,1.62,116.64,58,14
1000,Maple Grill,2023-11-20,Fries,173,9.02,1560.46,171,2
1000,Maple Grill,2023-11-20,Ketchup,104,7.33,762.32,92,12
1000,Maple Grill,2023-11-27,Beef Patty,48,2.37,113.76,43,5
1000,Maple Grill,2023-11-27,Cheddar Cheese,43,2.27,97.61,35,8
1000,Maple Grill,2023-11-27,Buns,34,4.51,153.34,23,11
1000,Maple Grill,2023-11-27,Fries,42,3.75,157.5,28,14
1000,Maple Grill,2023-11-27,Ketchup,24,8.77,210.48,22,2
1000,Maple Grill,2023-12-04,Beef Patty,41,1.85,75.85,46,-5
1000,Maple Grill,2023-12-04,Cheddar Cheese,181,5.48,991.88,172,9
1000,Maple Grill,2023-12-04,Buns,84,7.45,625.8,82,2
1000,Maple Grill,2023-12-04,Fries,72,5.44,391.68,74,-2
1000,Maple Grill,2023-12-04,Ketchup,100,2.43,243.0,105,-5
1000,Maple Grill,2023-12-11,Beef Patty,193,8.05,1553.65,195,-2
1000,Maple Grill,2023-12-11,Cheddar Cheese,87,4.53,394.11,86,1
1000,Maple Grill,2023-12-11,Buns,188,3.93,738.84,185,3
1000,Maple Grill,2023-12-11,Fries,147,4.62,679.14,149,-2
1000,Maple Grill,2023-12-11,Ketchup,45,8.8,396.0,35,10
1000,Maple Grill,2023-12-18,Beef Patty,178,5.46,971.88,177,1
1000,Maple Grill,2023-12-18,Cheddar Cheese,146,8.51,1242.46,145,1
1000,Maple Grill,2023-12-18,Buns,80,9.32,745.6,80,0
1000,Maple Grill,2023-12-18,Fries,87,6.87,597.69,74,13
1000,Maple Grill,2023-12-18,Ketchup,194,9.06,1757.64,182,12
1000,Maple Grill,2023-12-25,Beef Patty,110,8.34,917.4,101,9
1000,Maple Grill,2023-12-25,Cheddar Cheese,163,4.17,679.71,152,11
1000,Maple Grill,2023-12-25,Buns,21,7.98,167.58,22,-1
1000,Maple Grill,2023-12-25,Fries,97,4.42,428.74,100,-3
1000,Maple Grill,2023-12-25,Ketchup,91,2.46,223.86,94,-3
1000,Maple Grill,2024-01-01,Beef Patty,53,1.98,104.94,50,3
1000,Maple Grill,2024-01-01,Cheddar Cheese,132,9.22,1217.04,127,5
1000,Maple Grill,2024-01-01,Buns,183,8.77,1604.91,180,3
1000,Maple Grill,2024-01-01,Fries,162,8.18,1325.16,167,-5
1000,Maple Grill,2024-01-01,Ketchup,185,6.23,1152.55,180,5
1000,Maple Grill,2024-01-08,Beef Patty,187,3.5,654.5,183,4
1000,Maple Grill,2024-01-08,Cheddar Cheese,66,9.38,619.08,64,2
1000,Maple Grill,2024-01-08,Buns,39,7.31,285.09,34,5
1000,Maple Grill,2024-01-08,Fries,100,7.25,725.0,94,6
1000,Maple Grill,2024-01-08,Ketchup,79,3.2,252.8,66,13
1000,Maple Grill,2024-01-15,Beef Patty,65,1.55,100.75,52,13
1000,Maple Grill,2024-01-15,Cheddar Cheese,132,8.03,1059.96,132,0
1000,Maple Grill,2024-01-15,Buns,126,3.72,468.72,112,14
1000,Maple Grill,2024-01-15,Fries,93,7.86,730.98,97,-4
1000,Maple Grill,2024-01-15,Ketchup,160,9.9,1584.0,163,-3
1000,Maple Grill,2024-01-22,Beef Patty,83,5.04,418.32,78,5
1000,Maple Grill,2024-01-22,Cheddar Cheese,127,9.22,1170.94,128,-1
1000,Maple Grill,2024-01-22,Buns,53,5.65,299.45,48,5
1000,Maple Grill,2024-01-22,Fries,174,7.02,1221.48,172,2
1000,Maple Grill,2024-01-22,Ketchup,171,9.78,1672.38,168,3
1000,Maple Grill,2024-01-29,Beef Patty,41,4.93,202.13,46,-5
1000,Maple Grill,2024-01-29,Cheddar Cheese,31,6.98,216.38,20,11
1000,Maple Grill,2024-01-29,Buns,85,3.03,257.55,76,9
1000,Maple Grill,2024-01-29,Fries,91,5.95,541.45,88,3
1000,Maple Grill,2024-01-29,Ketchup,155,2.72,421.6,152,3
1000,Maple Grill,2024-02-05,Beef Patty,89,4.5,400.5,75,14
1000,Maple Grill,2024-02-05,Cheddar Cheese,83,6.55,543.65,79,4
1000,Maple Grill,2024-02-05,Buns,48,7.21,346.08,35,13
1000,Maple Grill,2024-02-05,Fries,58,8.45,490.1,60,-2
1000,Maple Grill,2024-02-05,Ketchup,151,5.45,822.95,156,-5
1000,Maple Grill,2024-02-12,Beef Patty,99,5.98,592.02,87,12
1000,Maple Grill,2024-02-12,Cheddar Cheese,119,8.3,987.7,112,7
1000,Maple Grill,2024-02-12,Buns,102,7.51,766.02,101,1
1000,Maple Grill,2024-02-12,Fries,111,4.07,451.77,109,2
1000,Maple Grill,2024-02-12,Ketchup,55,5.85,321.75,44,11
1000,Maple Grill,2024-02-19,Beef Patty,53,4.28,226.84,46,7
1000,Maple Grill,2024-02-19,Cheddar Cheese,37,4.03,149.11,32,5
1000,Maple Grill,2024-02-19,Buns,29,9.98,289.42,16,13
1000,Maple Grill,2024-02-19,Fries,87,2.07,180.09,91,-4
1000,Maple Grill,2024-02-19,Ketchup,181,6.52,1180.12,170,11
1000,Maple Grill,2024-02-26,Beef Patty,49,6.52,319.48,41,8
1000,Maple Grill,2024-02-26,Cheddar Cheese,115,9.16,1053.4,111,4
1000,Maple Grill,2024-02-26,Buns,145,5.06,733.7,146,-1
1000,Maple Grill,2024-02-26,Fries,92,8.09,744.28,85,7
1000,Maple Grill,2024-02-26,Ketchup,157,7.33,1150.81,144,13
1000,Maple Grill,2024-03-04,Beef Patty,20,6.47,129.4,6,14
1000,Maple Grill,2024-03-04,Cheddar Cheese,80,4.38,350.4,76,4
1000,Maple Grill,2024-03-04,Buns,86,8.51,731.86,88,-2
1000,Maple Grill,2024-03-04,Fries,117,2.24,262.08,114,3
1000,Maple Grill,2024-03-04,Ketchup,124,3.57,442.68,117,7
1000,Maple Grill,2024-03-11,Beef Patty,71,1.89,134.19,67,4
1000,Maple Grill,2024-03-11,Cheddar Cheese,143,5.67,810.81,146,-3
1000,Maple Grill,2024-03-11,Buns,154,4.71,725.34,142,12
1000,Maple Grill,2024-03-11,Fries,148,4.82,713.36,139,9
1000,Maple Grill,2024-03-11,Ketchup,44,7.17,315.48,40,4
1000,Maple Grill,2024-03-18,Beef Patty,121,1.97,238.37,116,5
1000,Maple Grill,2024-03-18,Cheddar Cheese,113,2.78,314.14,113,0
1000,Maple Grill,2024-03-18,Buns,122,6.66,812.52,108,14
1000,Maple Grill,2024-03-18,Fries,174,5.47,951.78,172,2
1000,Maple Grill,2024-03-18,Ketchup,57,4.38,249.66,47,10
1000,Maple Grill,2024-03-25,Beef Patty,177,3.44,608.88,172,5
1000,Maple Grill,2024-03-25,Cheddar Cheese,75,1.83,137.25,80,-5
1000,Maple Grill,2024-03-25,Buns,92,5.35,492.2,85,7
1000,Maple Grill,2024-03-25,Fries,173,5.58,965.34,167,6
1000,Maple Grill,2024-03-25,Ketchup,144,7.53,1084.32,140,4
1000,Maple Grill,2024-04-01,Beef Patty,142,8.49,1205.58,132,10
1000,Maple Grill,2024-04-01,Cheddar Cheese,34,6.53,222.02,34,0
1000,Maple Grill,2024-04-01,Buns,151,7.51,1134.01,147,4
1000,Maple Grill,2024-04-01,Fries,123,7.09,872.07,120,3
1000,Maple Grill,2024-04-01,Ketchup,37,6.52,241.24,31,6
1000,Maple Grill,2024-04-08,Beef Patty,158,6.48,1023.84,146,12
1000,Maple Grill,2024-04-08,Cheddar Cheese,140,7.91,1107.4,136,4
1000,Maple Grill,2024-04-08,Buns,151,1.92,289.92,148,3
1000,Maple Grill,2024-04-08,Fries,36,3.93,141.48,32,4
1000,Maple Grill,2024-04-08,Ketchup,31,6.09,188.79,17,14
1000,Maple Grill,2024-04-15,Beef Patty,42,2.52,105.84,38,4
1000,Maple Grill,2024-04-15,Cheddar Cheese,135,5.59,754.65,133,2
1000,Maple Grill,2024-04-15,Buns,52,1.92,99.84,45,7
1000,Maple Grill,2024-04-15,Fries,64,6.7,428.8,53,11
1000,Maple Grill,2024-04-15,Ketchup,57,8.17,465.69,47,10
1000,Maple Grill,2024-04-22,Beef Patty,84,3.56,299.04,72,12
1000,Maple Grill,2024-04-22,Cheddar Cheese,143,4.45,636.35,141,2
1000,Maple Grill,2024-04-22,Buns,25,2.36,59.0,19,6
1000,Maple Grill,2024-04-22,Fries,24,9.43,226.32,16,8
1000,Maple Grill,2024-04-22,Ketchup,159,7.77,1235.43,163,-4
1000,Maple Grill,2024-04-29,Beef Patty,151,3.18,480.18,141,10
1000,Maple Grill,2024-04-29,Cheddar Cheese,20,5.66,113.2,13,7
1000,Maple Grill,2024-04-29,Buns,166,8.46,1404.36,169,-3
1000,Maple Grill,2024-04-29,Fries,118,9.85,1162.3,104,14
1000,Maple Grill,2024-04-29,Ketchup,137,1.8,246.6,138,-1
1000,Maple Grill,2024-05-06,Beef Patty,109,6.82,743.38,108,1
1000,Maple Grill,2024-05-06,Cheddar Cheese,94,4.9,460.6,98,-4
1000,Maple Grill,2024-05-06,Buns,84,8.76,735.84,82,2
1000,Maple Grill,2024-05-06,Fries,159,4.19,666.21,161,-2
1000,Maple Grill,2024-05-06,Ketchup,98,6.17,604.66,98,0
1000,Maple Grill,2024-05-13,Beef Patty,113,7.96,899.48,115,-2
1000,Maple Grill,2024-05-13,Cheddar Cheese,103,4.69,483.07,90,13
1000,Maple Grill,2024-05-13,Buns,109,4.16,453.44,105,4
1000,Maple Grill,2024-05-13,Fries,125,6.89,861.25,130,-5
1000,Maple Grill,2024-05-13,Ketchup,33,4.18,137.94,24,9
1000,Maple Grill,2024-05-20,Beef Patty,163,8.61,1403.43,167,-4
1000,Maple Grill,2024-05-20,Cheddar Cheese,54,4.25,229.5,51,3
1000,Maple Grill,2024-05-20,Buns,149,8.95,1333.55,150,-1
1000,Maple Grill,2024-05-20,Fries,190,4.88,927.2,179,11
1000,Maple Grill,2024-05-20,Ketchup,121,7.35,889.35,125,-4
1000,Maple Grill,2024-05-27,Beef Patty,32,5.41,173.12,34,-2
1000,Maple Grill,2024-05-27,Cheddar Cheese,132,7.88,1040.16,134,-2
1000,Maple Grill,2024-05-27,Buns,179,3.23,578.17,165,14
1000,Maple Grill,2024-05-27,Fries,105,5.08,533.4,96,9
1000,Maple Grill,2024-05-27,Ketchup,86,9.23,793.78,74,12
1000,Maple Grill,2024-06-03,Beef Patty,81,7.73,626.13,83,-2
1000,Maple Grill,2024-06-03,Cheddar Cheese,37,7.57,280.09,40,-3
1000,Maple Grill,2024-06-03,Buns,183,9.57,1751.31,171,12
1000,Maple Grill,2024-06-03,Fries,163,3.8,619.4,162,1
1000,Maple Grill,2024-06-03,Ketchup,178,7.44,1324.32,167,11
1000,Maple Grill,2024-06-10,Beef Patty,50,6.41,320.5,45,5
1000,Maple Grill,2024-06-10,Cheddar Cheese,79,5.61,443.19,80,-1
1000,Maple Grill,2024-06-10,Buns,33,5.44,179.52,30,3
1000,Maple Grill,2024-06-10,Fries,25,7.2,180.0,18,7
1000,Maple Grill,2024-06-10,Ketchup,147,8.77,1289.19,141,6
1000,Maple Grill,2024-06-17,Beef Patty,34,3.25,110.5,27,7
1000,Maple Grill,2024-06-17,Cheddar Cheese,192,3.82,733.44,188,4
1000,Maple Grill,2024-06-17,Buns,65,6.56,426.4,67,-2
1000,Maple Grill,2024-06-17,Fries,108,3.92,423.36,107,1
1000,Maple Grill,2024-06-17,Ketchup,193,1.6,308.8,188,5
1000,Maple Grill,2024-06-24,Beef Patty,98,3.39,332.22,90,8
1000,Maple Grill,2024-06-24,Cheddar Cheese,138,6.48,894.24,143,-5
1000,Maple Grill,2024-06-24,Buns,51,2.38,121.38,40,11
1000,Maple Grill,2024-06-24,Fries,56,6.97,390.32,59,-3
1000,Maple Grill,2024-06-24,Ketchup,96,1.62,155.52,99,-3
1000,Maple Grill,2024-07-01,Beef Patty,92,6.65,611.8,82,10
1000,Maple Grill,2024-07-01,Cheddar Cheese,197,3.47,683.59,186,11
1000,Maple Grill,2024-07-01,Buns,134,8.84,1184.56,133,1
1000,Maple Grill,2024-07-01,Fries,60,7.15,429.0,46,14
1000,Maple Grill,2024-07-01,Ketchup,114,5.0,570.0,113,1
1000,Maple Grill,2024-07-08,Beef Patty,178,6.25,1112.5,179,-1
1000,Maple Grill,2024-07-08,Cheddar Cheese,198,7.87,1558.26,185,13
1000,Maple Grill,2024-07-08,Buns,65,6.44,418.6,58,7
1000,Maple Grill,2024-07-08,Fries,189,7.97,1506.33,178,11
1000,Maple Grill,2024-07-08,Ketchup,189,4.95,935.55,175,14
1000,Maple Grill,2024-07-15,Beef Patty,76,7.84,595.84,72,4
1000,Maple Grill,2024-07-15,Cheddar Cheese,80,6.05,484.0,74,6
1000,Maple Grill,2024-07-15,Buns,107,3.72,398.04,96,11
1000,Maple Grill,2024-07-15,Fries,182,1.55,282.1,176,6
1000,Maple Grill,2024-07-15,Ketchup,99,1.68,166.32,100,-1
1000,Maple Grill,2024-07-22,Beef Patty,166,9.61,1595.26,157,9
1000,Maple Grill,2024-07-22,Cheddar Cheese,194,5.94,1152.36,193,1
1000,Maple Grill,2024-07-22,Buns,65,8.01,520.65,60,5
1000,Maple Grill,2024-07-22,Fries,158,1.62,255.96,163,-5
1000,Maple Grill,2024-07-22,Ketchup,37,5.18,191.66,27,10
1000,Maple Grill,2024-07-29,Beef Patty,55,2.85,156.75,44,11
1000,Maple Grill,2024-07-29,Cheddar Cheese,42,6.67,280.14,32,10
1000,Maple Grill,2024-07-29,Buns,138,3.35,462.3,138,0
1000,Maple Grill,2024-07-29,Fries,198,8.31,1645.38,194,4
1000,Maple Grill,2024-07-29,Ketchup,99,7.3,722.7,98,1
1000,Maple Grill,2024-08-05,Beef Patty,39,9.4,366.6,29,10
1000,Maple Grill,2024-08-05,Cheddar Cheese,47,6.98,328.06,34,13
1000,Maple Grill,2024-08-05,Buns,88,6.89,606.32,84,4
1000,Maple Grill,2024-08-05,Fries,150,5.34,801.0,139,11
1000,Maple Grill,2024-08-05,Ketchup,125,9.17,1146.25,117,8
1000,Maple Grill,2024-08-12,Beef Patty,59,6.37,375.83,50,9
1000,Maple Grill,2024-08-12,Cheddar Cheese,33,9.21,303.93,22,11
1000,Maple Grill,2024-08-12,Buns,154,4.36,671.44,153,1
1000,Maple Grill,2024-08-12,Fries,42,7.16,300.72,45,-3
1000,Maple Grill,2024-08-12,Ketchup,197,6.23,1227.31,195,2
1000,Maple Grill,2024-08-19,Beef Patty,125,6.68,835.0,115,10
1000,Maple Grill,2024-08-19,Cheddar Cheese,176,6.42,1129.92,173,3
1000,Maple Grill,2024-08-19,Buns,87,1.97,171.39,75,12
1000,Maple Grill,2024-08-19,Fries,158,4.83,763.14,144,14
1000,Maple Grill,2024-08-19,Ketchup,58,6.51,377.58,59,-1
1000,Maple Grill,2024-08-26,Beef Patty,184,2.47,454.48,181,3
1000,Maple Grill,2024-08-26,Cheddar Cheese,129,2.38,307.02,132,-3
1000,Maple Grill,2024-08-26,Buns,98,7.52,736.96,88,10
1000,Maple Grill,2024-08-26,Fries,80,7.24,579.2,74,6
1000,Maple Grill,2024-08-26,Ketchup,177,4.28,757.56,180,-3
1000,Maple Grill,2024-09-02,Beef Patty,83,8.73,724.59,84,-1
1000,Maple Grill,2024-09-02,Cheddar Cheese,196,6.55,1283.8,185,11
1000,Maple Grill,2024-09-02,Buns,55,4.26,234.3,50,5
1000,Maple Grill,2024-09-02,Fries,118,2.42,285.56,123,-5
1000,Maple Grill,2024-09-02,Ketchup,155,5.55,860.25,148,7
1000,Maple Grill,2024-09-09,Beef Patty,129,5.18,668.22,133,-4
1000,Maple Grill,2024-09-09,Cheddar Cheese,173,2.14,370.22,173,0
1000,Maple Grill,2024-09-09,Buns,130,1.62,210.6,128,2
1000,Maple Grill,2024-09-09,Fries,62,8.65,536.3,53,9
1000,Maple Grill,2024-09-09,Ketchup,172,8.08,1389.76,166,6
1000,Maple Grill,2024-09-16,Beef Patty,39,2.88,112.32,25,14
1000,Maple Grill,2024-09-16,Cheddar Cheese,136,3.95,537.2,137,-1
1000,Maple Grill,2024-09-16,Buns,161,2.81,452.41,153,8
1000,Maple Grill,2024-09-16,Fries,37,3.32,122.84,33,4
1000,Maple Grill,2024-09-16,Ketchup,91,8.91,810.81,81,10
1000,Maple Grill,2024-09-23,Beef Patty,144,6.25,900.0,131,13
1000,Maple Grill,2024-09-23,Cheddar Cheese,43,5.95,255.85,31,12
1000,Maple Grill,2024-09-23,Buns,87,4.79,416.73,86,1
1000,Maple Grill,2024-09-23,Fries,125,2.84,355.0,120,5
1000,Maple Grill,2024-09-23,Ketchup,197,6.65,1310.05,185,12
1000,Maple Grill,2024-09-30,Beef Patty,64,8.46,541.44,54,10
1000,Maple Grill,2024-09-30,Cheddar Cheese,99,1.82,180.18,101,-2
1000,Maple Grill,2024-09-30,Buns,189,3.23,610.47,179,10
1000,Maple Grill,2024-09-30,Fries,158,4.64,733.12,149,9
1000,Maple Grill,2024-09-30,Ketchup,129,3.35,432.15,118,11
1000,Maple Grill,2024-10-07,Beef Patty,113,3.46,390.98,114,-1
1000,Maple Grill,2024-10-07,Cheddar Cheese,68,4.19,284.92,61,7
1000,Maple Grill,2024-10-07,Buns,50,2.15,107.5,48,2
1000,Maple Grill,2024-10-07,Fries,191,5.02,958.82,192,-1
1000,Maple Grill,2024-10-07,Ketchup,127,4.3,546.1,118,9
1000,Maple Grill,2024-10-14,Beef Patty,45,6.87,309.15,46,-1
1000,Maple Grill,2024-10-14,Cheddar Cheese,35,4.17,145.95,30,5
1000,Maple Grill,2024-10-14,Buns,24,4.28,102.72,23,1
1000,Maple Grill,2024-10-14,Fries,145,6.39,926.55,134,11
1000,Maple Grill,2024-10-14,Ketchup,181,1.55,280.55,168,13
1000,Maple Grill,2024-10-21,Beef Patty,36,2.19,78.84,38,-2
1000,Maple Grill,2024-10-21,Cheddar Cheese,178,8.68,1545.04,174,4
1000,Maple Grill,2024-10-21,Buns,98,8.56,838.88,90,8
1000,Maple Grill,2024-10-21,Fries,117,6.71,785.07,112,5
1000,Maple Grill,2024-10-21,Ketchup,48,8.18,392.64,36,12
1000,Maple Grill,2024-10-28,Beef Patty,158,6.9,1090.2,160,-2
1000,Maple Grill,2024-10-28,Cheddar Cheese,197,6.68,1315.96,183,14
1000,Maple Grill,2024-10-28,Buns,69,5.29,365.01,74,-5
1000,Maple Grill,2024-10-28,Fries,111,9.11,1011.21,106,5
